#SKILL
Rounds       18
Code         spell_smaug
Dammsg       ~
Wearoff      &zYou feel the absorbed vitality leave your body...&w~
Hitvict      &zYou feel a rush of vitality enter your body and strengthen you!&w~
Hitroom      $n throws $s head back as something overtakes $s body for a few moments.~
Castchar      You take a corpse and begin to chant, 'Jur Cateng Dattas Noh Brind Boh Taqaani Rhomaz!'~
Castroom      $n takes a corpse and begins to chant, 'Jur Cateng Dattas Noh Brind Boh Taqaani Rhomaz!'~
Components   K@corpse~
Affect       '1000' 1 '1d4' -1
Affect       '1000' 5 '1d4' -1
Affect       '1000' 13 '1d30' -1
Affect       '' 59 '10' -1
Affect       '1000' 1014 '10' -1
Minlevel     18
Circle       0
End

#SKILL
Name         abyssal~
Type         Tongue
Info         0
Flags        0
Code         spell_null
Dammsg       ~
Minlevel     1
Circle       0
End

#SKILL
Name         acid arrow~
Type         Spell
Info         789
Flags        0
Target       1
Minpos       110
Rounds       12
Code         spell_smaug
Dammsg       &Gacid arrow&w~
Hitchar      &GYou conjure forth a shimmering green arrow of acid and fire it at &G$N&G!&w~
Hitvict      &GAn explosion of acid burns you as an arrow fired by &G$n&G hits you!&w~
Hitroom      &G$N&G is struck by an shimmering green arrow conjured by &G$n&G!&w~
Diechar      &GYour arrow burns &G$N&G horrifically as $E dies screaming!&w~
Dievict      &GThere is an intense feeling of burning before darkness...&w~
Dieroom      &G$N&G dies screaming as acid burns at $S body!&w~
Immchar      &GYour acid arrow has no effect on &G$N&G once it strikes!&w~
Immvict      &GThe acid from an arrow shot by &G$n&G falls off you harmlessly.&w~
Immroom      &GThe acid from an arrow shot by &G$n&G falls off &G$N&G harmlessly.&w~
Castchar      You mix some components while chanting, "Zhuburk Lell Kuksor Lirt Poy!"~
Castvict      $n mixes something while chanting, "Zhuburk Lell Kuksor Lirt Poy!"~
Castroom      $n mixes something while chanting, "Zhuburk Lell Kuksor Lirt Poy!"~
Dice         4d4+2d4~
Components   V@1918 V@1954~
Minlevel     6
Circle       0
End

#SKILL
Name         acid blast~
Type         Spell
Info         5
Flags        0
Target       1
Minpos       110
Slot         70
Mana         20
Rounds       12
Code         spell_acid_blast
Dammsg       acid blast~
Wearoff      !Acid Blast!~
Minlevel     51
Circle       0
End

#SKILL
Name         acid breath~
Type         Spell
Info         6149
Flags        131072
Target       1
Minpos       109
Saves        5
Slot         200
Mana         20
Rounds       4
Code         spell_acid_breath
Dammsg       blast of acid~
Wearoff      !Acid Breath!~
Minlevel     51
Circle       0
End

#SKILL
Name         acid shield~
Type         Spell
Info         1536
Flags        0
Target       3
Minpos       110
Slot         9
Mana         70
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      &gThe cloud of acidic mist around your dissipates away...&w~
Hitchar      &GA vaporous cloud of acidic mist suddenly swirls around you protectively!&w~
Hitvict      &GA vaporous cloud of acidic mist suddenly swirls around you protectively!&w~
Hitroom      &GA vaporous cloud of acidic mist suddenly swirls around &G$n&G protectively!&w~
Castchar      You hold a vial of mercury while chanting, "Bloryilt Winnith Rys Partam!"~
Castroom      $n holds something while chanting, "Bloryilt Winnith Rys Partam!"~
Components   V@1923~
Affect       '250' 26 '0' 34
Affect       '250' 27 '7' -1
Minlevel     18
Circle       0
End

#SKILL
Name         acid splash~
Type         Spell
Info         4885
Flags        0
Target       1
Minpos       110
Saves        2
Rounds       12
Code         spell_smaug
Dammsg       &gacid splash&W~
Hitchar      &gYou hurl a bubble of acid at $N&g, which burns $M as it explodes!&w~
Hitvict      &gA small bubble of liquid splashes all over you, burning your flesh!~
Hitroom      &g$n&g hurls a bubble of acid at $N&g, which burns $M as it explodes!&w~
Misschar     &gYou miss $N&g with your small bubble of acid!&w~
Missvict     &gYou narrowly dodge a bubble of acid thrown by $n&g!&w~
Missroom     &g$N&g narrowly dodges a bubble of acid thrown by $n&g!&w~
Diechar      &gThe acid is too much for $N&g who dies from the burning effects!&w~
Dievict      &gThe last thing you remember is the smell of burning flesh and pain...&W~
Dieroom      &gThe acid is too much for $N&g who dies from the burning effects!&w~
Immchar      &gYou bubble of acid has no effect on $N&g!&w~
Immvict      &g$n&g's bubble of acid explodes harmlessly all over you.&w~
Immroom      &g$n&g's bubble of acid explodes harmlessly all over $N&g.&w~
Castchar      You weave you hands in a circular motion while chanting, 'Kalipa Ta'Vi Orin!'~
Castvict      $n weaves $s hands in a circular motion while chanting, 'Kalipa Ta'Vi Orin!'~
Castroom      $n weaves $s hands in a circular motion while chanting, 'Kalipa Ta'Vi Orin!'~
Dice         ((L/10)+1)d6~
Minlevel     1
Circle       0
End

#SKILL
Name         acidshot~
Type         Spell
Info         5909
Flags        0
Target       1
Minpos       113
Saves        2
Slot         37
Mana         15
Rounds       12
Code         spell_smaug
Dammsg       &Gacidic mist&w~
Hitchar      &G$N&G gets burned by the acidic mist swirling around you!&w~
Hitvict      &GYou are burned by the acidic mist swirling around &G$n&G!&w~
Hitroom      &G$N&G is burned by the acidic mist swirling around &G$n&G!&w~
Misschar     &G$N&G manages to dodge the acidic mist swirling around you!&w~
Missvict     &GYou manage to dodge the acidic mist swirling around &G$n&G!&w~
Missroom     &G$N&G manages to dodge the acidic mist swirling around &G$n&G!&w~
Diechar      &G$N&G's body slightly dissolves as $E dies from the acidic mist!&w~
Dievict      &GYou last remember hearing your flesh sizzle for acid...&w~
Dieroom      &G$N&G's body slightly dissolves as $E dies fatally from the acidic mist around &G$n&G!&w~
Immchar      &GThe acidic mist seems to have no effect on &G$N&G!&w~
Immvict      &GThe acidic mist swirling around &G$n&G has no effect on you...&w~
Immroom      &GThe acidic mist swirling around &G$n&G has no effect on &G$N&G!&w~
Dice         1d6+(L/5)~
Minlevel     51
Circle       0
End

#SKILL
Name         acrobatics~
Type         Proficiency
Info         0
Flags        0
Code         spell_null
Dammsg       ~
Minlevel     1
Circle       0
End

#SKILL
Name         actionsurge~
Type         Skill
Info         0
Flags        0
Minpos       105
Cooldown     1
Code         do_action_surge
Dammsg       ~
Minlevel     4
Circle       0
End

#SKILL
Name         aganazzars scorcher~
Type         Spell
Info         17169
Flags        16
Minpos       110
Saves        2
Rounds       12
Code         spell_smaug
Dammsg       &Rmagical flames&w~
Hitchar      &RYou unleash a line of roaring flames upon your enemies!&W~
Hitvict      &R$n unleashes a roaring flame from $s palms, burning you all over!&W~
Hitroom      &RA line of roaring flames burst from &R$n&R suddenly!&w~
Misschar     &RYou manage to slightly singe &R$N&R who dodges most of your attack!&w~
Missvict     &RYou are slightly singed as you dodge flames released by &R$n&R!&w~
Missroom     &R$N&R is slightly singed as $E dodges flames released by &R$n&R!&w~
Diechar      &R$N&R is set ablaze and dies from the flames!&w~
Dievict      &RYou last remember fire before darkness calls...&w~
Dieroom      &R$N&R is set ablaze and dies from the flames!&w~
Immchar      &RYour flames have no effect on &R$N&R!&w~
Castchar      You make a fist as you chant, 'Voltgih Fantu Trorrash!'~
Castvict      $n makes a fist as $e chants, 'Voltgih Fantu Trorrash!'~
Castroom      $n makes a fist as $e chants, 'Voltgih Fantu Trorrash!'~
Dice         3d8~
Components   V+800~
Minlevel     6
Circle       0
End

#SKILL
Name         aggressive style~
Type         Skill
Info         0
Flags        0
Minpos       107
Rounds       4
Code         spell_null
Dammsg       ~
Wearoff      !aggressive style!~
Teachers     10340 3004~
Minlevel     51
Circle       0
End

#SKILL
Name         aid~
Type         Spell
Info         0
Flags        9216
Target       2
Minpos       110
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      &WYou feel your enhanced vitality disappear suddenly...&w~
Hitchar      &WYou instill $N&W &Wwith divine energy to raise $S vitality and resolve!&w~
Hitvict      &WYou feel body become enhanced by a powerful energy!&w~
Castchar      You grasp your holy symbol and chant, 'Taqan Gynn Nes Zhar!'~
Castvict      $n grasps something and chants, 'Taqan Gynn Nes Zhar!'~
Castroom      $n grasps something and chants, 'Taqan Gynn Nes Zhar!'~
Castself      You grasp your holy symbol and chant, 'Taqan Gynn Nes Zhar!'~
SelfcastRoom  $n grasps something and chants, 'Taqan Gynn Nes Zhar!'~
Components   K@holysymbol~
Affect       '3000' 13 '5' -1
Minlevel     6
Circle       0
End

#SKILL
Name         air dragon song~
Type         Spell
Info         0
Flags        1128448
Target       2
Minpos       110
Rounds       20
Code         spell_smaug
Dammsg       ~
Wearoff      &YThe power of the air dragons fades from your body...&w~
Hitchar      &YYour song begins to channel the essence of all air dragons...&w~
Hitvict      &YYou fe&Oel an int&Yense air&Oy pow&Yer be&Ostowe&Yd up&Oon y&You!&w~
Hitroom      &Y$N&Y glows with a yellowish light for a few moments!&w~
Castchar      You begin to play a dragon flute...~
Castvict      $n begins to play an instrument...~
Castroom      $n begins to play an instrument...~
Castself      You begin to play a dragon flute...~
SelfcastRoom  $n begins to play an instrument...~
Components   K+dragonflute K@dragonscale~
Affect       '100' 18 '10' -1
Affect       '100' 23 '10' -1
Minlevel     48
Circle       0
End

#SKILL
Name         air walk~
Type         Spell
Info         0
Flags        1024
Target       2
Minpos       110
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      &WYou slowly float back down to the ground...&w~
Hitchar      &W$N suddenly begins to walk on air and rises upwards.&w~
Hitvict      &WYou slowly rise and begin to walk on air!&w~
Hitroom      &W$N slowly begins to rise and walk on air!&w~
Castchar      You hold a feather while chanting, 'Pysin Paladrus Ko Looth!'~
Castvict      $n holds something while chanting, 'Pysin Paladrus Ko Looth!'~
Castroom      $n holds something while chanting, 'Pysin Paladrus Ko Looth!'~
Castself      You hold a feather while chanting, 'Pysin Paladrus Ko Looth!'~
SelfcastRoom  $n holds something while chanting, 'Pysin Paladrus Ko Looth!'~
Components   K@feather~
Affect       '500' 26 '0' 19
Minlevel     14
Circle       0
End

#SKILL
Name         alertness~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       110
Slot         102
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      &cYou are suddenly less alert.&w~
Hitchar      &cYou instill $N with a resistance to sleepiness.&w~
Hitvict      &cYou feel suddenly very alert.&w~
Hitroom      &c$N's eyes glow for a few moments before returning to normal.&w~
Castchar      You hold a candle while chanting, 'Nimen Lar Tisb Bortkan!'~
Castvict      $n holds something while chanting, 'Nimen Lar Tisb Bortkan!'~
Castroom      $n holds something while chanting, 'Nimen Lar Tisb Bortkan!'~
Castself      You hold a candle while chanting, 'Nimen Lar Tisb Bortkan!'~
SelfcastRoom  $n holds something while chanting, 'Nimen Lar Tisb Bortkan!'~
Components   V@1753~
Affect       '200' 27 '10' -1
Minlevel     10
Circle       0
End

#SKILL
Name         alter dreams~
Type         Spell
Info         0
Flags        0
Minpos       113
Mana         5
Rounds       18
Code         spell_dream
Dammsg       ~
Minlevel     14
Circle       0
End

#SKILL
Name         angelskin~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       110
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      &WThe divine protection slowly dissipates away...&w~
Hitchar      &WA protective divine energy weaves itself into $N's skin.~
Hitvict      &WYou feel your skin hum with divine energy suddenly.&w~
Hitroom      &W$N glows for a few moments before returning to normal.&w~
Castchar      You hold your holy symbol and begin to chant, Tycale Togsh Lira Koghooth Nes!'~
Castvict      $n holds $s holy symbol and chant, 'Tycale Togsh Lira Koghooth Nes!'~
Castroom      $n holds $s holy symbol and chant, 'Tycale Togsh Lira Koghooth Nes!'~
Castself      You hold your holy symbol and begin to chant, Tycale Togsh Lira Koghooth Nes!'~
SelfcastRoom  $n holds $s holy symbol and chant, 'Tycale Togsh Lira Koghooth Nes!'~
Components   K+holysymbol~
Affect       '250' 28 '9' -1
Minlevel     18
Circle       0
End

#SKILL
Name         animal handling~
Type         Proficiency
Info         0
Flags        0
Code         spell_null
Dammsg       ~
Minlevel     1
Circle       0
End

#SKILL
Name         animate dead~
Type         Spell
Info         0
Flags        0
Minpos       110
Slot         231
Mana         220
Rounds       12
Code         spell_animate_dead
Dammsg       ~
Wearoff      !Animate Dead!~
Minlevel     10
Circle       0
End

#SKILL
Name         antimagic shell~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       111
Slot         224
Mana         40
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      The shimmering shell and its protection from magic fade away...~
Hitvict      A shimmering translucent shell forms about you.~
Hitroom      A shimmering translucent shell forms about $N.~
Affect       'l*23' 27 '1048576' -1
Minlevel     51
Circle       0
End

#SKILL
Name         apportation~
Type         Spell
Info         0
Flags        0
Minpos       113
Mana         30
Rounds       25
Code         spell_transport
Dammsg       ~
Castchar      You begin harnessing your psychic energy...~
Minlevel     32
Circle       0
End

#SKILL
Name         aquan~
Type         Tongue
Info         0
Flags        0
Code         spell_null
Dammsg       ~
Minlevel     1
Circle       0
End

#SKILL
Name         arcana~
Type         Proficiency
Info         0
Flags        0
Code         spell_null
Dammsg       ~
Minlevel     1
Circle       0
End

#SKILL
Name         arcane mark~
Type         Spell
Info         16
Flags        16384
Minpos       113
Slot         55
Rounds       18
Code         spell_smaug
Dammsg       ~
Hitchar      &pA twinkling symbol appears before disappearing from sight!&w~
Hitroom      &pA twinkling symbol appears in front of $n before disappearing from sight.&w~
Castchar      You make some quick gestures while chanting, 'Truhaugh Wor Slidsul Gyn!'~
Castroom      $n makes some quick gestures while chanting, 'Truhaugh Wor Slidsul Gyn!'~
Dice         1d10+L~
Value        510
Minlevel     1
Circle       0
End

#SKILL
Name         archery style~
Type         Skill
Info         0
Flags        0
Minpos       105
Code         spell_null
Dammsg       ~
Minlevel     1
Circle       0
End

#SKILL
Name         armor of agathys~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       110
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      &CThe protective frost covering you melts away suddenly...&w~
Hitchar      &CA protective force surrounds you as a spectral frost covers your body!&w~
Hitvict      &CA protective force surrounds you as a spectral frost covers your body!&w~
Hitroom      &CA strange glowing frost slowly covers &C$n&C's body!&w~
Castchar      You begin to sprinkle water while chanting, 'Vestivian Stytl Nis Dotskel!'~
Castroom      $n begins to sprinkle something while chanting, 'Vestivian Stytl Nis Dotskel!'~
Components   V@1780~
Affect       '1000' 13 '5' -1
Minlevel     1
Circle       0
End

#SKILL
Name         arms of hadar~
Type         Spell
Info         4887
Flags        16
Minpos       110
Saves        1
Rounds       12
Code         spell_smaug
Dammsg       &zdark tendrils&w~
Wearoff      &zYou no longer feel paralyzed...&w~
Hitchar      &zYou conjure forth tendrils of dark energy that batter everyone around you!&w~
Hitvict      &zYou are struck by a dark tendril and are paralyzed by it suddenly!&w~
Hitroom      &zTendrils of dark energy erupt from a dark looking portal for a few moments!&w~
Misschar     &z$N&z manages to resist your magical attack!&w~
Missvict     &zYou manage to resist &z$n&z's magical attack!&w~
Missroom     &z$N manages to resist &z$n&z's magical attack!&w~
Diechar      &zYour dark tendrils absorb the life force of &z$N&z who perishes!&w~
Dievict      &zYou see darkness fall upon you suddenly...&w~
Dieroom      &zThe dark tendrils absorb the life force of &z$N&z who perishes!&w~
Immchar      &zYour dark tendrils have no effect on &z$N&z!&w~
Immvict      &z$n&z's dark tendrils have no effect on you!&w~
Castchar      You begin to chant, 'Shivash Duvr Lirsam Nos!'~
Castvict      $n begins to chant, 'Shivash Duvr Lirsam Nos!'~
Castroom      $n begins to chant, 'Shivash Duvr Lirsam Nos!'~
Dice         2d6~
Affect       '1' 26 '14' 14
Minlevel     1
Circle       0
End

#SKILL
Name         astral body~
Type         Spell
Info         0
Flags        1048576
Target       3
Minpos       113
Mana         50
Rounds       20
Code         spell_smaug
Dammsg       ~
Wearoff      &pThe astral energies infused in your body return to their original source...&w~
Hitvict      &pYour body hums with energy siphoned from the astral plane!&w~
Hitroom      &p$n's outline blurs for a few moments before returning to normal.&w~
Castroom      $n's eyes glow brightly for a few moments...~
Affect       '100' 27 '4' -1
Affect       '100' 27 '0' -1
Affect       '100' 27 '5' -1
Affect       '100' 27 '13' -1
Affect       '100' 28 '8' -1
Minlevel     34
Circle       0
End

#SKILL
Name         astral cord~
Type         Spell
Info         16
Flags        16384
Minpos       113
Mana         15
Rounds       25
Code         spell_smaug
Dammsg       ~
Hitchar      &WA silvery cord of astral energy is created in your hands.~
Castchar      You begin to weave astral energies with your hands...~
Castroom      $n begins to make hand motions as $s eyes glow softly...~
Value        1399
Minlevel     25
Circle       0
End

#SKILL
Name         astral projection~
Type         Spell
Info         0
Flags        0
Minpos       113
Slot         90
Mana         60
Rounds       12
Code         spell_astral_walk
Dammsg       ~
Wearoff      !Astral Walk!~
Castchar      You begin to harness the energies of the astral plane...~
Minlevel     6
Circle       0
End

#SKILL
Name         astral walk~
Type         Spell
Info         0
Flags        0
Minpos       113
Mana         50
Rounds       18
Code         spell_astral_walk
Dammsg       ~
Minlevel     30
Circle       0
End

#SKILL
Name         athletics~
Type         Proficiency
Info         0
Flags        0
Code         spell_null
Dammsg       ~
Minlevel     1
Circle       0
End

#SKILL
Name         aura of life~
Type         Spell
Info         0
Flags        8192
Minpos       110
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      &WYour holy aura fades away slowly...&w~
Hitvict      &WA warm glow enters your body suddenly and fills you with divine energy.&w~
Hitroom      &WA warm glow radiates from $n suddenly.~
Castchar      You hold your holy symbol as you chant, 'Funis Tanirikl Deo Was!'~
Castvict      $n holds $s holy symbol as $e chants, 'Funis Tanirikl Deo Was!'~
Castroom      $n holds $s holy symbol as $e chants, 'Funis Tanirikl Deo Was!'~
Components   K+Holysymbol~
Affect       '250' 27 '9' -1
Minlevel     14
Circle       0
End

#SKILL
Name         aura of vitality~
Type         Spell
Info         0
Flags        8192
Minpos       110
Rounds       12
Code         spell_smaug
Dammsg       ~
Hitvict      &YYour light wounds and pain fade away softly...&w~
Hitroom      &YA bright glow radiates from $n suddenly.&w~
Castchar      You hold your holy symbol as you chant, 'Korobi Ghosti Wronit Goss!'~
Castvict      $n holds $s holy symbol as $e chants, 'Korobi Ghosti Wronit Goss!'~
Castroom      $n holds $s holy symbol as $e chants, 'Korobi Ghosti Wronit Goss!'~
Components   K+Holysymbol~
Affect       '' 13 '2d6' -1
Affect       '' 1013 '2d6' -1
Minlevel     10
Circle       0
End

#SKILL
Name         auran~
Type         Tongue
Info         0
Flags        0
Code         spell_null
Dammsg       ~
Minlevel     1
Circle       0
End

#SKILL
Name         axes~
Type         Weapon
Info         0
Flags        0
Code         spell_null
Dammsg       ~
Minlevel     1
Circle       0
End

#SKILL
Name         backstab~
Type         Skill
Info         0
Flags        0
Minpos       110
Rounds       12
Code         do_backstab
Dammsg       backstab~
Wearoff      !Backstab!~
Minlevel     1
Circle       0
End

#SKILL
Name         bane~
Type         Spell
Info         4096
Flags        0
Target       1
Minpos       110
Saves        5
Code         spell_smaug
Dammsg       ~
Wearoff      &zYou feel the baneful curse wear away...&w~
Hitchar      &zYour prayer is answered as divine energy whirls around $N!~
Hitvict      &zYou feel very sluggish and weak suddenly!~
Hitroom      &z$N looks weak suddenly as $n completes $s prayer!&w~
Castchar      You point at $N and begin to chant, 'Kali Sin Salm Nys!'~
Castvict      $n points at you and begins to chant, 'Kali Sin Salm Nys!'~
Castroom      $n points at $N and begins to chant, 'Kali Sin Salm Nys!'~
Castself      You begins to chant, 'Kali Sin Salm Nys!'~
SelfcastRoom  $n begins to chant, 'Kali Sin Salm Nys!'~
Components   V@1527~
Affect       '100' 19 '-(1d4)' -1
Affect       '100' 18 '-(1d4)' -1
Minlevel     1
Circle       0
End

#SKILL
Name         barkskin~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       110
Code         spell_smaug
Dammsg       ~
Wearoff      &OYour skin resumes its normal appearance and texture...&W~
Hitchar      &O$N's skin slowly grows a layer of protective bark.&W~
Hitvict      &OYour skin slowly grows a layer of protective bark!&W~
Hitroom      &O$N's skin slowly grows a layer of protective bark.&W~
Castchar      You hold a piece of bark while chanting, 'Miopiar Tangus Alai Repoli!'~
Castvict      $n holds something while chanting, 'Miopiar Tangus Alai Repoli!'~
Castroom      $n holds something while chanting, 'Miopiar Tangus Alai Repoli!'~
Castself      You hold a piece of bark while chanting, 'Miopiar Tangus Alai Repoli!'~
SelfcastRoom  $n holds something while chanting, 'Miopiar Tangus Alai Repoli!'~
Components   K@Bark~
Affect       'l*10' 81 '16' -1
Minlevel     6
Circle       0
End

#SKILL
Name         bash~
Type         Skill
Info         0
Flags        0
Target       1
Minpos       110
Rounds       26
Code         do_bash
Dammsg       bash~
Wearoff      !Bash!~
Minlevel     51
Circle       0
End

#SKILL
Name         bears endurance~
Type         Spell
Info         0
Flags        0
Target       2
Minpos       110
Slot         206
Mana         16
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      &OYour enhanced durability disappears suddenly.&W~
Hitchar      &O$N develops a powerful hardiness and stamina suddenly.&W~
Hitvict      &OYour body's stamina suddenly grows incredibly powerful.&W~
Castchar      You begin to chant, 'Ciltradia Noc Sladet Noc!'~
Castvict      $n begins to chant, 'Ciltradia Noc Sladet Noc!'~
Castroom      $n begins to chant, 'Ciltradia Noc Sladet Noc!'~
Castself      You begin to chant, 'Ciltradia Noc Sladet Noc!'~
SelfcastRoom  $n begins to chant, 'Ciltradia Noc Sladet Noc!'~
Components   V@1743~
Affect       '500' 5 '4' -1
Minlevel     6
Circle       0
End

#SKILL
Name         beautiful distraction~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       110
Rounds       6
Code         spell_smaug
Dammsg       ~
Wearoff      &PYou no longer distract others with your appearance.&W~
Hitvict      &PYou try to distract your enemies with your magical charisma.&W~
Affect       '50' 40 '1d4' -1
Minlevel     1
Circle       0
End

#SKILL
Name         benediction~
Type         Spell
Info         840
Flags        14336
Target       2
Minpos       110
Slot         45
Mana         15
Rounds       15
Code         spell_smaug
Dammsg       ~
Wearoff      Your time in The Protection of The High Gods is over.~
Hitchar      You lay The Protection of The High Gods upon $N.~
Hitvict      The Protection of The High Gods is temporarily given to you.~
Hitroom      The Protection of The High Gods is temporarily given to $N.~
Affect       'l' 26 'protection' 13
Minlevel     51
Circle       0
End

#SKILL
Name         benefic aura~
Type         Spell
Info         0
Flags        0
Target       3
Minpos       111
Slot         342
Mana         50
Rounds       12
Code         spell_smaug
Dammsg       ~
Wearoff      Your protection from evil slowly unravels.~
Hitvict      A faint glow rises about you as you are instilled with a ward against evil.~
Hitroom      A faint glow rises protectively about $N.~
Components   V@65~
Affect       'l*7' 26 'protect' 13
Minlevel     51
Circle       0
End

#SKILL
Name         berserk~
Type         Skill
Info         0
Flags        0
Target       1
Minpos       110
Rounds       4
Code         do_berserk
Dammsg       ~
Wearoff      You regain your composure...~
Teachers     1~
Minlevel     1
Circle       0
End

#SKILL
Name         berserk style~
Type         Skill
Info         0
Flags        0
Minpos       110
Rounds       4
Code         spell_null
Dammsg       ~
Wearoff      !berserk style!~
Teachers     10340 3004~
Minlevel     51
Circle       0
End

#SKILL
Name         bestow curse~
Type         Spell
Info         6144
Flags        0
Target       1
Minpos       110
Saves        5
Slot         17
Mana         20
Rounds       12
Code         spell_smaug
Dammsg       curse~
Wearoff      &zYou feel normal again.&W~
Hitchar      &zYou bestow a dark curse upon $N!&W~
Hitvict      &zYou feel a wave over dark energy wash over you.&W~
Misschar     &zYour curse fails to take hold on  $N!&w~
Missvict     &zNothing happens after &z$n&z finishes $s spell...&w~
Castchar      You point at $n as you chant, 'Quanhon Roghlt Sod Mokd!'~
Castvict      $n points at you as $e chants, 'Quanhon Roghlt Sod Mokd!'~
Castroom      $n points at you as $e chants, 'Quanhon Roghlt Sod Mokd!'~
Affect       '100' 18 '-(1d5)' -1
Affect       '100' 21 '-(1d2)' -1
Affect       '100' 20 '-(1d2)' -1
Affect       '100' 23 '-(1d2)' -1
Affect       '100' 24 '-(1d2)' -1
Minlevel     10
Circle       0
End

#SKILL
Name         bestow greater curse~
Type         Spell
Info         0
Flags        0
Target       1
Minpos       110
Code         spell_smaug
Dammsg       ~
Wearoff      &zYou feel better suddenly.&W~
Hitchar      &zYou channel dark energy into a powerful curse cast upon $n!~
Hitvict      &zYou feel your insides twist as dark energy envelopes your body.&W~
Misschar     &zYour curse fails to take hold on &z$N&z!&w~
Missvict     &zNothing happens as &z$n&z finishes $s spell...&w~
Castchar      You point at $n as you chant, 'Mokd Zusprak Snuch Syd Sor!'~
Castvict      $n points at you as $e chants, 'Mokd Zusprak Snuch Syd Sor!'~
Castroom      $n points at $N as $e chants, 'Mokd Zusprak Snuch Syd Sor!'~
Affect       '-1' 26 '10' 10
Affect       '-1' 18 '-(1d10)' -1
Affect       '-1' 21 '-(1d4)' -1
Affect       '-1' 20 '-(1d4)' -1
Affect       '-1' 23 '-(1d4)' -1
Affect       '-1' 24 '-(1d4)' -1
Minlevel     34
Circle       0
End

#SKILL
Name         bigbys crushing hand~
Type         Spell
Info         4892
Flags        0
Target       1
Minpos       110
Saves        2
Rounds       12
Code         spell_smaug
Dammsg       &OBigby's crushing hand&w~
Wearoff      &OYou are free to move as the giant hand crushing you disappears!&w~
Hitchar      &OA giant hand materializes and grasps $N extremely hard!&w~
Hitvict      &OA giant hand materializes suddenly and grasps you incredibly hard!&w~
Hitroom      &OA giant hand materializes and grasps $N incredibly hard!&w~
Castchar      You make a clenched fist while chanting, 'Boroth Fanit Fonos Topik Ra!'~
Castvict      $n makes a clenched fist while chanting, 'Boroth Fanit Fonos Topik Ra!'~
Castroom      $n makes a clenched fist while chanting, 'Boroth Fanit Fonos Topik Ra!'~
